"TEST_NAME","TEST_CODE","PASS_SCORE","TOTAL_QUESTIONS","SCORED_QUESTIONS","UNSCORED_QUESTIONS","TIME_MINUTES","DOMAIN","QUESTION","OPTION_A","OPTION_B","OPTION_C","OPTION_D","CORRECT_ANSWER","EXPLANATION"
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What are S3 Storage Classes and why do they matter?","Encryption options for S3 data ranging from no encryption to full KMS encryption","Geographic replication options for S3 buckets stored in different AWS Regions","Different cost tiers for S3 based on access frequency — from Standard for frequent access to Glacier for rare archival access","Permission levels controlling who can access S3 buckets within an account","C","S3 storage classes balance access speed vs cost — Standard, Intelligent-Tiering, Standard-IA, One Zone-IA, Glacier Instant/Flexible/Deep Archive."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon S3 Glacier used for?","A backup service that automatically archives S3 Standard objects after 90 days","High-performance temporary storage for processing large amounts of data quickly","A database storage tier for archiving old database records at reduced cost","Long-term archival storage at very low cost for data that is rarely accessed and tolerates retrieval delays of minutes to hours","D","Glacier (Instant, Flexible, Deep Archive) provides cheap archival storage — ideal for compliance archives, media archives, and backups with infrequent retrieval."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon EBS (Elastic Block Store)?","A file sharing service that allows multiple EC2 instances to share the same storage","A persistent block storage service that attaches to EC2 instances like a virtual hard drive","A database backup service that takes snapshots of RDS database instances","An object storage service for storing files and media accessible via the internet","B","EBS provides persistent block storage volumes that attach to EC2 instances — data persists after instance stop/start, unlike EC2 instance store."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon EFS (Elastic File System)?","A managed elastic NFS file system that multiple EC2 instances can mount simultaneously","A managed file transfer service for securely moving files to and from AWS","An object storage service designed for sharing files between AWS accounts","A block storage service that provides high-performance storage for EC2 instances","A","EFS provides a shared POSIX-compliant NFS file system that automatically scales, mountable by thousands of EC2 instances across multiple AZs simultaneously."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon RDS (Relational Database Service)?","A caching service that stores database query results in memory for fast retrieval","A NoSQL database service for storing and querying document and key-value data","A managed service that automates provisioning patching backups and failover for relational databases like MySQL PostgreSQL and SQL Server","A data warehouse service for running complex analytical queries on large datasets","C","RDS manages the undifferentiated heavy lifting of database operations — patching, backups, Multi-AZ failover — so you focus on schema and queries."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon Aurora?","A managed graph database for storing and querying highly connected data","A NoSQL document database designed for high-throughput web applications","A managed time-series database for storing IoT sensor and monitoring data","A MySQL and PostgreSQL-compatible relational database built for the cloud offering up to 5x MySQL performance","D","Aurora replicates data across 3 AZs with 6 copies, auto-scales storage, and is compatible with MySQL/PostgreSQL — it's AWS's cloud-native relational database."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon DynamoDB?","A fully managed serverless NoSQL key-value and document database that delivers single-digit millisecond performance at any scale","A data warehouse service optimized for analytical queries across large datasets","A managed in-memory caching service for reducing database query latency","A managed relational database service for MySQL and PostgreSQL workloads","A","DynamoDB is AWS's flagship NoSQL service — serverless, automatically scaling, with consistent sub-10ms performance regardless of scale."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon ElastiCache?","A managed relational database service with elastic storage that scales automatically","A CDN service that caches web content at edge locations globally","An object caching service built into S3 for frequently accessed objects","A managed in-memory caching service supporting Redis and Memcached for reducing database latency","D","ElastiCache sits in front of databases, caching frequent queries in memory — read latency drops from milliseconds to microseconds."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon Redshift?","A NoSQL database service for storing and querying time-series data at scale","A fully managed petabyte-scale data warehouse service for running fast SQL analytics on large datasets","A managed ETL service for transforming data before loading it into databases","A managed relational database service for transactional OLTP workloads","B","Redshift uses columnar storage and massively parallel processing for analytical queries — designed for business intelligence, not transactional workloads."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is AWS Lambda?","A managed container service that runs Docker containers without cluster management","A serverless compute service that runs code in response to events without provisioning or managing servers","A virtual machine service for running code on dedicated physical hardware","A function scheduling service that runs code on a fixed schedule using cron","B","Lambda executes code only when triggered (by API Gateway, S3 events, DynamoDB streams, etc.) and scales automatically — you pay only for execution time."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon ECS (Elastic Container Service)?","A fully managed container orchestration service for running Docker containers at scale on AWS","A virtual machine service that runs containers inside EC2 instances manually","A container registry service for storing and managing Docker images","A serverless function service that packages code in containers for execution","A","ECS manages the orchestration of containers — scheduling, service discovery, load balancing — either on EC2 or serverless with Fargate."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is AWS Fargate?","A serverless compute engine for containers that eliminates the need to provision or manage EC2 server instances","A container registry for storing Docker images used by ECS and EKS","A service that converts traditional applications into containers automatically","A managed Kubernetes service for running containerized applications on EC2","A","Fargate removes the need to manage EC2 instances for containers — you define CPU/memory for tasks, Fargate runs them without server management."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon EKS (Elastic Kubernetes Service)?","A serverless container service that replaces the need for Kubernetes entirely","An AWS service for converting Kubernetes workloads into Lambda functions","A managed Kubernetes service that makes it easy to run Kubernetes on AWS without managing the control plane","A container-based key management service for distributing encryption keys","C","EKS runs certified Kubernetes — AWS manages the control plane (scheduling, API server) and you manage worker nodes or use Fargate."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon CloudFront?","A private global network that connects AWS Regions for low-latency data transfer","A managed DNS service that routes users to the nearest AWS Region","A global content delivery network that caches content at edge locations worldwide to reduce latency for users","A network monitoring service that tracks the performance of global applications","C","CloudFront caches content at 400+ edge locations — static files, videos, APIs — reducing load on origin servers and cutting latency for global users."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon Route 53?","A scalable DNS web service for registering domains and routing internet traffic to AWS and other resources","A managed load balancing service that routes traffic across 53 regions","A networking service for routing traffic between 53 Availability Zones","A CDN service that routes content from 53 edge locations to global users","A","Route 53 provides DNS with routing policies like latency-based, geolocation, failover, and weighted routing, plus domain registration and health checking."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is AWS Direct Connect?","A high-speed connection between AWS Regions for cross-region replication","A dedicated private network connection from a customer's data center to AWS bypassing the public internet","A private peering service between two customer VPCs in the same Region","A service for directly connecting EC2 instances to S3 without using the internet","B","Direct Connect provides a physical dedicated line — consistent performance, lower latency, and private traffic compared to internet-based VPN connections."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is AWS VPN (Virtual Private Network)?","A dedicated physical fiber connection from corporate offices to AWS data centers","An encrypted tunnel over the public internet connecting customer networks to AWS VPCs","A service for encrypting all traffic within a VPC between EC2 instances","A private network service for connecting AWS accounts within an organization","B","AWS VPN creates encrypted IPsec tunnels over the internet to your VPC — faster to set up than Direct Connect but with internet latency variability."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon SQS (Simple Queue Service)?","A managed workflow service for orchestrating multi-step application processes","A real-time data streaming service for ingesting and processing large event streams","A fully managed message queuing service for decoupling application components and handling asynchronous workflows","A managed publish-subscribe messaging service for broadcasting events to many consumers","C","SQS decouples producers from consumers — producers add messages to a queue, consumers process them at their own pace, enabling loose coupling."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon SNS (Simple Notification Service)?","A message queue service for decoupling application components asynchronously","A managed email service for sending transactional emails to application users","A fully managed pub/sub messaging service that pushes messages to multiple subscribers simultaneously","A real-time notification service that monitors AWS resources and alerts administrators","C","SNS is a publish-subscribe fanout service — one message published to a topic is pushed to all subscribers (Lambda, SQS, HTTP, email, SMS)."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon EventBridge?","A serverless event bus that connects applications using events from AWS services SaaS apps and custom applications","A managed message queue for processing events between microservices","A monitoring service that triggers alerts based on CloudWatch metric events","A workflow automation service that schedules events using cron expressions","A","EventBridge routes events between sources and targets with rules and filtering — enabling event-driven architectures without custom code."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is AWS Step Functions?","A deployment pipeline service for orchestrating CI/CD workflow steps","A data pipeline service for orchestrating ETL workflow steps in Glue","A function scheduling service that runs Lambda functions in sequence","A serverless orchestration service for building and coordinating multi-step workflows as state machines","D","Step Functions visually orchestrates Lambda, ECS, SageMaker, and other services into workflows with error handling, retries, and parallel execution."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon CloudWatch?","A monitoring and observability service that collects metrics logs and events from AWS resources and applications","A service for monitoring and alerting on security events across AWS accounts","A logging service that captures all API calls made to AWS services in an account","A cost monitoring service that tracks AWS spending and sends budget alerts","A","CloudWatch provides unified observability — metrics (CPU, network), logs (application, OS), dashboards, and alarms that can trigger Auto Scaling or SNS."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is AWS CloudFormation?","An infrastructure as code service for defining and provisioning AWS resources using JSON or YAML templates","A deployment service for pushing application code updates to EC2 and Lambda","A service for monitoring changes to AWS resource configurations over time","A version control service for tracking changes to AWS infrastructure configurations","A","CloudFormation lets you define your entire infrastructure as code — stacks are created, updated, and deleted as units, enabling reproducible environments."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is AWS Elastic Beanstalk?","A platform as a service that deploys and manages web applications automatically handling capacity load balancing and scaling","A container orchestration service for managing Docker-based microservices","A serverless service for deploying Lambda functions with automatic scaling","A managed Kubernetes service for running containerized web applications","A","Elastic Beanstalk is PaaS — you upload code, it handles provisioning EC2, load balancing, Auto Scaling, and monitoring. You retain control of resources."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is AWS Batch?","A data transfer service for batch uploading large files to S3","A service for processing database batch operations like bulk inserts efficiently","A messaging service for batching SQS messages before processing them together","A fully managed service for running batch computing jobs at scale without managing the underlying infrastructure","D","AWS Batch dynamically provisions EC2 or Fargate compute to run containerized batch jobs efficiently — no cluster management required."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon Kinesis?","A managed service for collecting processing and analyzing real-time streaming data at scale","A batch processing service for analyzing large stored datasets efficiently","A managed ETL service for extracting transforming and loading data into Redshift","A message queue service for decoupling producers and consumers of data","A","Kinesis ingests real-time data streams (clickstreams, IoT, logs) and enables real-time analysis with Kinesis Data Analytics or forwarding to other services."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon Athena?","An interactive query service that analyzes data in S3 using standard SQL without requiring a database or server","A managed relational database service for running SQL queries on transactional data","A NoSQL database service that supports SQL-like querying for document data","A data warehouse service for running SQL analytics on petabyte datasets","A","Athena is serverless SQL on S3 — point it at data in S3, run queries, pay per query. No infrastructure to manage, no loading data into a database."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is AWS Glue?","A managed service for securely transferring large datasets between AWS accounts","A data catalog service for discovering and organizing metadata across data lakes","A fully managed serverless ETL service for discovering preparing and transforming data for analytics","A service for binding AWS services together using APIs and integration patterns","C","Glue crawls data sources, catalogs metadata, and runs serverless Spark ETL jobs — the backbone of many AWS data lake and analytics pipelines."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon QuickSight?","A managed service for quickly deploying and scaling web applications globally","A streaming service for quickly ingesting and analyzing real-time data streams","A fully managed cloud-native business intelligence service for creating interactive dashboards and visualizations","A search service for quickly finding information across enterprise applications","C","QuickSight provides serverless BI dashboards connecting to Redshift, Athena, RDS, S3, and SaaS sources — accessible from browser or mobile."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon SageMaker?","A fully managed ML service for building training and deploying machine learning models at scale","A service for managing and monitoring AI-powered applications in production","A managed service for running statistical analysis on large datasets in the cloud","A natural language processing service for analyzing text and extracting insights","A","SageMaker provides purpose-built tools for every ML step — data labeling, feature engineering, training, tuning, hosting, and monitoring models."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is AWS CodePipeline?","A managed code repository service for storing and versioning application code","A code review service that automatically checks application code for bugs","A service for managing deployments of CloudFormation infrastructure stacks","A fully managed CI/CD service that automates build test and deploy phases for application releases","D","CodePipeline orchestrates release workflows — integrating with CodeBuild, CodeDeploy, GitHub, and Jenkins for end-to-end CI/CD automation."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is AWS CodeCommit?","A code analysis service that reviews commits for security vulnerabilities","A CI/CD pipeline service for automating application build and deployment","A fully managed source control service hosting private Git repositories in AWS","A managed container registry for storing Docker images used in deployments","C","CodeCommit is Git-compatible hosting on AWS — repositories are encrypted, integrated with IAM, and don't require managing your own Git servers."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is AWS CodeBuild?","A code repository service for storing and versioning application source code","A service for packaging application code into container images automatically","A deployment service that automatically pushes code to EC2 and Lambda targets","A fully managed CI service that compiles source code runs tests and produces deployable software packages","D","CodeBuild runs builds in managed containers — no build servers to provision. Integrates with CodePipeline for full CI/CD automation."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is AWS CodeDeploy?","A managed code repository for hosting application source code on AWS","A deployment service that automates application deployments to EC2 ECS Lambda and on-premises servers","A CI service that automatically builds and tests code committed to a repository","A packaging service that bundles application code into deployable artifacts","B","CodeDeploy handles deployment strategies (rolling, blue/green, canary) to EC2, Lambda, and ECS, minimizing downtime during deployments."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon API Gateway?","A fully managed service for creating publishing and securing REST WebSocket and HTTP APIs at any scale","A gateway that connects on-premises data centers to AWS services via private APIs","A CDN service for caching API responses at edge locations globally","A service for managing access to AWS APIs through IAM policies and roles","A","API Gateway handles API creation, throttling, auth, monitoring, and SDK generation — often paired with Lambda for serverless APIs."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is AWS Elastic Disaster Recovery?","A service for recovering on-premises or cloud applications quickly by replicating servers to AWS and failing over in minutes","A high-availability service that automatically restarts failed EC2 instances","A database backup service that automatically replicates RDS databases across Regions","A service for recovering deleted S3 objects and EBS snapshots","A","Elastic Disaster Recovery continuously replicates source servers to AWS, enabling point-in-time recovery with minimal RPO and RTO."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is AWS Snowball?","A managed data compression service for reducing storage costs in S3","A service for migrating databases from on-premises to AWS automatically","A cold storage tier for archiving data that is accessed once a year or less","A physical data transport device for moving large amounts of data to and from AWS when network transfer is impractical","D","Snowball is a ruggedized device AWS ships to you — you load data, ship it back, and AWS uploads it to S3. Faster than internet for multi-TB transfers."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is AWS DataSync?","A service for synchronizing database changes between primary and replica databases","A managed data transfer service for automating moving data between on-premises storage and AWS storage services over the network","A service for automatically syncing S3 buckets between different AWS Regions","A data pipeline service that synchronizes data from SaaS applications to AWS","B","DataSync automates data transfer at up to 10x faster speeds than open-source tools, with scheduling, monitoring, and integrity verification built in."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon Lightsail?","A simplified cloud platform offering virtual servers storage databases and networking for developers who need simple straightforward resources","A serverless compute service for running lightweight functions at low cost","A CDN service for delivering lightweight static websites globally at low cost","A managed container service for running lightweight containerized applications","A","Lightsail bundles compute, SSD storage, transfer, DNS, and static IP at predictable low prices — ideal for simple websites and small apps."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon WorkSpaces?","A managed development environment for writing and testing code in the browser","A managed virtual desktop service for delivering desktop environments to users from the cloud","A collaborative document editing service like Google Docs built on AWS","A virtual meeting room service for video conferencing and collaboration","B","WorkSpaces provides cloud-hosted Windows or Linux desktops — users get a full desktop experience without managing physical hardware."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is AWS IoT Core?","A managed cloud service that enables IoT devices to securely connect to AWS and interact with cloud applications","A device management service for tracking and updating physical IoT hardware","A container service for running IoT edge computing applications on devices","A service for processing and analyzing data from industrial monitoring sensors","A","IoT Core handles billions of device messages, manages device connections with MQTT, and routes messages to Lambda, S3, DynamoDB, and other services."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon Rekognition?","A monitoring service that detects unusual visual patterns in surveillance footage","A managed computer vision service that analyzes images and video to detect objects faces and text","A managed NLP service for extracting insights and entities from text documents","A service for generating images and artwork using machine learning models","B","Rekognition provides pre-built computer vision — label detection, face comparison, content moderation, text extraction — without ML expertise required."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon Comprehend?","A search service for understanding and answering natural language queries","A translation service that converts text between different languages","A managed computer vision service for analyzing and classifying images","A natural language processing service that extracts insights such as sentiment entities and key phrases from text","D","Comprehend uses ML to analyze text — it identifies sentiment (positive/negative), entities (people, places), key phrases, and topics without custom models."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon Translate?","A service that converts speech audio into translated text in real time","A neural machine translation service that provides fast accurate translation between languages","A document conversion service for translating files between different formats","A coding service that translates code between different programming languages","B","Translate uses deep learning to provide high-quality translations across 75+ languages, integrating with other services for multilingual applications."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon Lex?","A service for building conversational interfaces and chatbots using voice and text with the same technology as Alexa","A managed search service for understanding natural language search queries","A service for translating text between languages using machine learning","A natural language processing service for extracting entities from documents","A","Lex provides ASR and NLU for building chatbots — used in contact centers via Amazon Connect and web applications via API integration."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is AWS Elastic Inference?","A service that elastically scales ML training jobs across multiple GPU clusters","A feature that automatically chooses the right EC2 instance for ML inference","A managed service for running inference workloads on dedicated Inferentia chips","A service for attaching low-cost GPU-powered inference acceleration to EC2 and SageMaker instances","D","Elastic Inference attaches fractional GPU acceleration to any instance — provides 75% cost savings vs a full GPU instance for inference-only workloads."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon Polly?","A text-to-speech service that converts text into lifelike speech using deep learning","A natural language processing service for analyzing the sentiment of text","A voice recognition service for converting speech into text transcriptions","A managed service for creating and hosting voice-powered mobile applications","A","Polly synthesizes natural-sounding speech in 60+ voices and 29 languages — used in accessibility tools, e-learning, and voice-enabled applications."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is AWS Transfer Family?","A managed data transfer service for migrating databases to AWS","A service for transferring large datasets between AWS Regions using physical devices","A managed service for transferring files over SFTP FTPS and FTP directly into and out of S3 and EFS","A service for transferring IAM roles and policies between AWS accounts","C","Transfer Family provides managed file transfer protocols so partners can transfer files directly to S3/EFS without changing existing workflows."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon Managed Streaming for Apache Kafka (MSK)?","A managed stream analytics service using Kafka SQL for querying streams","A fully managed service for running Apache Kafka to build real-time streaming data pipelines","A managed ETL service built on Apache Kafka for real-time data transformation","A managed message queue service that mimics Apache Kafka's interface","B","MSK runs Apache Kafka clusters with automatic provisioning, patching, and replacement of failed brokers — no Kafka infrastructure management."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is AWS App Runner?","A service for running mobile backend applications without managing servers","A fully managed service that automatically builds deploys and scales web applications from source code or containers","A deployment tool for packaging web applications into containers automatically","A managed application load balancing service for routing web traffic","B","App Runner handles build, deploy, and scaling automatically — developers push code or a container image and App Runner runs it with zero infrastructure management."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon Elastic MapReduce (EMR)?","A managed big data platform for running Apache Spark Hadoop and other frameworks to process large datasets","A managed ETL service for extracting and transforming data before loading to Redshift","A managed relational database service optimized for large-scale data migrations","A real-time stream processing service for analyzing data from IoT devices","A","EMR provisions clusters of EC2 instances running Spark, Hive, Presto — for big data processing, ML, and analytics at petabyte scale."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon OpenSearch Service?","A full-text search service for finding objects and files stored in S3 buckets","A log management service that searches and correlates log data from CloudTrail","A managed search and analytics service for indexing and querying large volumes of data in real time","A managed NoSQL database service for storing and querying document data","C","OpenSearch (formerly Elasticsearch) provides full-text search, log analytics, and security analytics — managed clusters with Kibana/OpenSearch Dashboards."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon Neptune?","A managed relational database optimized for storing hierarchical data structures","A fully managed graph database service for building applications that work with highly connected data","A managed time-series database for storing and querying IoT sensor data","A NoSQL document database optimized for storing social network relationship data","B","Neptune supports Property Graph (Gremlin) and RDF (SPARQL) for use cases like knowledge graphs, recommendation engines, and fraud detection."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon DocumentDB?","A fully managed document database service compatible with MongoDB for storing JSON data","A managed relational database service for storing structured document-based records","A managed search service for querying documents stored in S3 and other services","A workflow service for managing document approval processes in the cloud","A","DocumentDB provides MongoDB compatibility as a managed service — automatic backups, replication across AZs, and auto-scaling storage."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon Timestream?","A monitoring service that tracks the time taken for AWS API calls to complete","A managed scheduling service that runs tasks based on time-based triggers","A fully managed time-series database optimized for storing and querying time-stamped IoT and operational data","A managed service for streaming real-time data into analytics pipelines","C","Timestream stores trillions of time-series records with automatic tiering from in-memory to magnetic storage and purpose-built time-series query functions."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon Quantum Ledger Database (QLDB)?","A fully managed ledger database providing a cryptographically verifiable transaction log that cannot be altered","A database service using quantum computing for ultra-fast financial calculations","A managed blockchain service for creating permissioned distributed ledgers","A managed database service for storing and auditing financial transaction records","A","QLDB maintains an immutable history of all data changes — cryptographically verifiable so you can prove data was never altered, without a full blockchain."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is AWS Global Accelerator?","A service that automatically scales applications globally based on traffic patterns","A networking service that improves application performance by routing traffic through AWS's global private network to optimal endpoints","A CDN service that caches content at AWS edge locations for faster delivery","A DNS service that routes users to the nearest AWS Region using latency routing","B","Global Accelerator gives applications static IPs and routes traffic via AWS's backbone network — bypassing congested internet paths for consistent performance."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Technology and Services","What is Amazon Elastic Container Registry (ECR)?","A serverless service for running containers without managing registries","A container orchestration service for running Docker containers in AWS","A service for converting VM images into Docker container images","A fully managed container image registry for storing managing and deploying Docker images","D","ECR stores Docker and OCI images securely with IAM-based access control, vulnerability scanning, and native integration with ECS and EKS."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Billing, Pricing, and Support","What are the three fundamental drivers of cost in AWS?","People process and technology","Regions Availability Zones and Edge Locations","EC2 instances RDS databases and S3 buckets","Compute storage and data transfer","D","AWS pricing is fundamentally driven by compute (per hour/second), storage (per GB per month), and outbound data transfer (per GB)."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Billing, Pricing, and Support","What is the AWS Free Tier?","A program offering free usage of many AWS services up to specified limits for new accounts for 12 months plus some services always free","A free support plan that provides basic account and billing assistance","A free tier of EC2 instances available to non-profit and educational organizations","A promotional credit applied to all new AWS accounts for the first month","A","Free Tier includes 12-month free limits (t2.micro, S3 5GB), always-free services (Lambda 1M requests), and short-term trials for new services."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Billing, Pricing, and Support","What is the AWS Pricing Calculator?","A calculator built into the AWS console showing estimated hourly costs for running instances","A tool that automatically optimizes costs by recommending cheaper alternatives","A dashboard showing current month spending across all AWS services in real time","A web tool for estimating the cost of AWS services before deploying workloads","D","The Pricing Calculator lets you model architectures and get cost estimates — useful for budgeting, comparing options, and building business cases."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Billing, Pricing, and Support","What is AWS Cost Explorer?","A tool that visualizes analyzes and helps manage AWS costs and usage over time","A tool for predicting the cost of new AWS architectures before deployment","A service that automatically stops unused resources to eliminate unnecessary spending","A billing service that breaks down costs by department using resource tagging","A","Cost Explorer provides charts and filtering of historical costs, identifies trends, shows cost by service/tag, and offers rightsizing recommendations."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Billing, Pricing, and Support","What is AWS Budgets?","A service that sets custom cost or usage budgets and sends alerts when thresholds are reached or forecasted to be exceeded","A financial planning service that allocates AWS spending across departments","A service that automatically stops resources when spending reaches the defined budget","A dashboard showing total AWS spending compared to the company's IT budget","A","AWS Budgets lets you define thresholds for cost, usage, or reservation coverage and alerts you via email or SNS when you approach or exceed them."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Billing, Pricing, and Support","What is AWS Cost and Usage Report (CUR)?","A monthly summary report emailed to account owners showing total AWS spending","A report generated by Cost Explorer comparing actual costs to budgeted amounts","The most comprehensive AWS cost and usage data in CSV format published to S3 for detailed analysis","A real-time cost dashboard integrated into the AWS console for daily monitoring","C","CUR provides line-item detail for every AWS resource, usable in Athena, Redshift, or QuickSight for custom cost analytics and showback/chargeback."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Billing, Pricing, and Support","What is AWS Compute Optimizer?","A service that analyzes usage metrics and recommends optimal EC2 instance types and sizes to reduce cost and improve performance","A tool that recommends switching compute workloads from EC2 to Lambda","A cost optimization tool that converts On-Demand instances to Reserved Instances","A service that optimizes EC2 Auto Scaling policies for maximum efficiency","A","Compute Optimizer uses ML to analyze CloudWatch metrics and recommends right-sized EC2 instances, Lambda memory, and EBS volumes to eliminate waste."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Billing, Pricing, and Support","What is the difference between AWS Basic and Business Support plans?","Basic offers email support and Business offers phone support within the same SLA","Business includes a dedicated Technical Account Manager while Basic does not","Basic is free with access to documentation; Business is paid and includes 24/7 phone access to support engineers with response SLAs","Basic supports 10 accounts while Business supports unlimited accounts","C","Basic Support is free (docs, forums, billing). Business adds 24/7 phone/chat to engineers, API health checks, and <1hr critical response SLAs."
